Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,min,max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Group Ranking?,Field Annotation
trivlab_platelet,treatment_iv_labs_beta,Platelet count,text,[[trivlab_day]] Platelet result (XXX x10^9/L),,,integer,,,,[trivlab_fbc_isnorm] = '0' and [trivlab_day] and [trivlab_day] >= 0,,,,,,
trivlab_platelet_na,treatment_iv_labs_beta,,checkbox,[[trivlab_day]] Are Platelet count results NOT available?,"na, Platelet count results NOT available for [[trivlab_day]]",,,,,,[trivlab_platelet] = '' and [trivlab_fbc_isnorm] = '0' and [trivlab_day] and [trivlab_day] >= 0,y,,,,,
trivlab_wcc,treatment_iv_labs_beta,WCC,text,[[trivlab_day]] WCC (XXX x10^9/L),,,integer,,,,[trivlab_fbc_isnorm] = '0' and [trivlab_day] and [trivlab_day] >= 0,,,,,,
trivlab_wcc_na,treatment_iv_labs_beta,,checkbox,[[trivlab_day]] Are WCC results NOT available?,"na, WCC results NOT available for [[trivlab_day]]",,,,,,[trivlab_wcc] = '' and [trivlab_fbc_isnorm] = '0' and [trivlab_day] and [trivlab_day] >= 0,y,,,,,
trivlab_neutrophil,treatment_iv_labs_beta,Neutrophil count,text,[[trivlab_day]] Neutrophil count (XX.X x10^9/L),,,number_1dp,,,,[trivlab_fbc_isnorm] = '0' and [trivlab_day] and [trivlab_day] >= 0,,,,,,
trivlab_neutrophil_na,treatment_iv_labs_beta,,checkbox,[[trivlab_day]] Are neutrophil count results NOT available?,"na, neutrophil count results NOT available for [[trivlab_day]]",,,,,,[trivlab_neutrophil] = '' and [trivlab_fbc_isnorm] = '0' and [trivlab_day] and [trivlab_day] >= 0,y,,,,,
trivlab_lymphocite,treatment_iv_labs_beta,Lymphocyte count,text,[[trivlab_day]] Lymphocyte count (XX.X x10^9/L),,,number_1dp,,,,[trivlab_fbc_isnorm] = '0' and [trivlab_day] and [trivlab_day] >= 0,,,,,,
trivlab_lymphocite_na,treatment_iv_labs_beta,,checkbox,[[trivlab_day]] Are Lymphocyte count results NOT available?,"na, Lymphocyte count results NOT available for [[trivlab_day]]",,,,,,[trivlab_lymphocite] = '' and [trivlab_fbc_isnorm] = '0' and [trivlab_day] and [trivlab_day] >= 0,y,,,,,
trivlab_lymphopenia,treatment_iv_labs_beta,Lymphopenia,yesno,[[trivlab_day]] Lymphopenia?,,,,,,,[trivlab_day] and [trivlab_day] >= 0 and [trivlab_day] != 0 and [trivlab_day] != 2,,,,,,
trivlab_lymphocyte_isnorm,treatment_iv_labs_beta,,yesno,[[trivlab_day]] Lymphocyte subsets all within normal range (yes/no)?,,,,,,,[trivlab_procalc] = '' and [trivlab_day] and [trivlab_day] >= 0,y,,,,,
trivlab_cd3,treatment_iv_labs_beta,CD3 count,text,[[trivlab_day]] CD3 count (XX.XX x10^9/L),,,number_2dp,,,,([trivlab_lymphocyte_isnorm] = '0' or [trivlab_lymphopenia]='1') and [trivlab_day] and [trivlab_day] >= 0,,,,,,
trivlab_cd3_pct,treatment_iv_labs_beta,,text,[[trivlab_day]] CD3 % (XX%),,,integer,,,,([trivlab_lymphocyte_isnorm] = '0' or [trivlab_lymphopenia]='1') and [trivlab_day] and [trivlab_day] >= 0,,,,,,
trivlab_cd3_na,treatment_iv_labs_beta,,checkbox,[[trivlab_day]] Is CD3 NOT available?,"na, CD3 results NOT available for [[trivlab_day]]",,,,,,[trivlab_cd3] = '' and ([trivlab_lymphocyte_isnorm] = '0' or [trivlab_lymphopenia]='1') and [trivlab_day] and [trivlab_day] >= 0,y,,,,,
trivlab_cd4,treatment_iv_labs_beta,CD4 count,text,[[trivlab_day]] CD4 count (XX.XX x10^9/L),,,number_2dp,,,,([trivlab_lymphocyte_isnorm] = '0' or [trivlab_lymphopenia]='1') and [trivlab_day] and [trivlab_day] >= 0,,,,,,
trivlab_cd4_pct,treatment_iv_labs_beta,,text,[[trivlab_day]] CD4 % (XX%),,,integer,,,,([trivlab_lymphocyte_isnorm] = '0' or [trivlab_lymphopenia]='1') and [trivlab_day] and [trivlab_day] >= 0,,,,,,
trivlab_cd4_na,treatment_iv_labs_beta,,checkbox,[[trivlab_day]] Is CD4 NOT available?,"na, CD4 results NOT available for [[trivlab_day]]",,,,,,[trivlab_cd4] = '' and ([trivlab_lymphocyte_isnorm] = '0' or [trivlab_lymphopenia]='1') and [trivlab_day] and [trivlab_day] >= 0,y,,,,,
trivlab_cd8,treatment_iv_labs_beta,CD8 count,text,[[trivlab_day]] CD8 count (XX.XX x10^9/L),,,number_2dp,,,,([trivlab_lymphocyte_isnorm] = '0' or [trivlab_lymphopenia]='1') and [trivlab_day] and [trivlab_day] >= 0,,,,,,
trivlab_cd8_pct,treatment_iv_labs_beta,,text,[[trivlab_day]] CD8 % (XX%),,,integer,,,,([trivlab_lymphocyte_isnorm] = '0' or [trivlab_lymphopenia]='1') and [trivlab_day] and [trivlab_day] >= 0,,,,,,
trivlab_cd8_na,treatment_iv_labs_beta,,checkbox,[[trivlab_day]] Is CD8 NOT available?,"na, CD8 results NOT available for [[trivlab_day]]",,,,,,[trivlab_cd8] = '' and ([trivlab_lymphocyte_isnorm] = '0' or [trivlab_lymphopenia]='1') and [trivlab_day] and [trivlab_day] >= 0,y,,,,,
trivlab_nkcell,treatment_iv_labs_beta,CD8 count,text,[[trivlab_day]] NK cell count (XX.XX x10^9/L),,,number_2dp,,,,([trivlab_lymphocyte_isnorm] = '0' or [trivlab_lymphopenia]='1') and [trivlab_day] and [trivlab_day] >= 0,,,,,,
trivlab_nkcell_pct,treatment_iv_labs_beta,,text,[[trivlab_day]] NK cell % (XX%),,,integer,,,,([trivlab_lymphocyte_isnorm] = '0' or [trivlab_lymphopenia]='1') and [trivlab_day] and [trivlab_day] >= 0,,,,,,
trivlab_nkcell_na,treatment_iv_labs_beta,,checkbox,[[trivlab_day]] Is NK cell count NOT available?,"na, NK cell count results NOT available for [[trivlab_day]]",,,,,,[trivlab_nkcell] = '' and ([trivlab_lymphocyte_isnorm] = '0' or [trivlab_lymphopenia]='1') and [trivlab_day] and [trivlab_day] >= 0,y,,,,,
trivlab_cd19,treatment_iv_labs_beta,CD19 count,text,[[trivlab_day]] CD19 count (XX.XX x10^9/L),,,number_2dp,,,,([trivlab_lymphocyte_isnorm] = '0' or [trivlab_lymphopenia]='1') and [trivlab_day] and [trivlab_day] >= 0,,,,,,
trivlab_cd19_pct,treatment_iv_labs_beta,,text,[[trivlab_day]] CD19 % (XX%),,,integer,,,,([trivlab_lymphocyte_isnorm] = '0' or [trivlab_lymphopenia]='1') and [trivlab_day] and [trivlab_day] >= 0,,,,,,
trivlab_cd19_na,treatment_iv_labs_beta,,checkbox,[[trivlab_day]] Is CD19 NOT available?,"na, CD19 results NOT available for [[trivlab_day]]",,,,,,[trivlab_cd19] = '' and ([trivlab_lymphocyte_isnorm] = '0' or [trivlab_lymphopenia]='1') and [trivlab_day] and [trivlab_day] >= 0,y,,,,,
trivlab_lft_isnorm,treatment_iv_labs_beta,,yesno,[[trivlab_day]] LFTs all within normal range (yes/no)?,,,,,,,[trivlab_procalc] = '' and [trivlab_day] and [trivlab_day] >= 0 and [trivlab_day] != 11,y,,,,,
trivlab_albumin,treatment_iv_labs_beta,Albumin,text,[[trivlab_day]] Albumin (XX g/L),,,integer,,,,[trivlab_lft_isnorm] = '0' and [trivlab_day] and [trivlab_day] >= 0 and [trivlab_day] != 11,,,,,,
trivlab_albumin_na,treatment_iv_labs_beta,,checkbox,[[trivlab_day]] Is Albumin not available?,"na, Albumin results are NOT available for [[trivlab_day]]",,,,,,[trivlab_albumin] = '' and [trivlab_lft_isnorm] = '0' and [trivlab_day] and [trivlab_day] >= 0 and [trivlab_day] != 11,y,,,,,
trivlab_ast,treatment_iv_labs_beta,AST,text,[[trivlab_day]] AST (XXXX U/L),,,integer,,,,[trivlab_lft_isnorm] = '0' and [trivlab_day] and [trivlab_day] >= 0 and [trivlab_day] != 11,,,,,,
trivlab_ast_na,treatment_iv_labs_beta,,checkbox,[[trivlab_day]] Is AST not available?,"na, AST results are NOT available for [[trivlab_day]]",,,,,,[trivlab_ast] = '' and [trivlab_lft_isnorm] = '0' and [trivlab_day] and [trivlab_day] >= 0 and [trivlab_day] != 11,y,,,,,
trivlab_alt,treatment_iv_labs_beta,ALT,text,[[trivlab_day]] ALT (XXXX U/L),,,integer,,,,[trivlab_lft_isnorm] = '0' and [trivlab_day] and [trivlab_day] >= 0 and [trivlab_day] != 11,,,,,,
trivlab_alt_na,treatment_iv_labs_beta,,checkbox,[[trivlab_day]] Is ALT not available?,"na, ALT results are NOT available for [[trivlab_day]]",,,,,,[trivlab_alt] = '' and [trivlab_lft_isnorm] = '0' and [trivlab_day] and [trivlab_day] >= 0 and [trivlab_day] != 11,y,,,,,
trivlab_ggt,treatment_iv_labs_beta,GGT,text,[[trivlab_day]] GGT (XXXX U/L),,,integer,,,,([trivlab_lft_isnorm] = '0' or [trivlab_lymphopenia]='1') and [trivlab_day] and [trivlab_day] >= 0 and [trivlab_day] != 11,,,,,,
trivlab_ggt_na,treatment_iv_labs_beta,,checkbox,[[trivlab_day]] Is GGT not available?,"na, GGT results are NOT available for [[trivlab_day]]",,,,,,[trivlab_ggt] = '' and ([trivlab_lft_isnorm] = '0' or [trivlab_lymphopenia]='1') and [trivlab_day] and [trivlab_day] >= 0 and [trivlab_day] != 11,y,,,,,
trivlab_alp,treatment_iv_labs_beta,ALP,text,[[trivlab_day]] ALP (XXXX U/L),,,integer,,,,[trivlab_lft_isnorm] = '0' and [trivlab_day] and [trivlab_day] >= 0 and [trivlab_day] != 11,,,,,,
trivlab_alp_na,treatment_iv_labs_beta,,checkbox,[[trivlab_day]] Is ALP not available?,"na, ALP results are NOT available for [[trivlab_day]]",,,,,,[trivlab_alp] = '' and [trivlab_lft_isnorm] = '0' and [trivlab_day] and [trivlab_day] >= 0 and [trivlab_day] != 11,y,,,,,
trivlab_uec_isnorm,treatment_iv_labs_beta,,yesno,[[trivlab_day]] UECs all within normal range (yes/no)?,,,,,,,[trivlab_procalc] = '' and [trivlab_day] and [trivlab_day] >= 0 and [trivlab_day] != 11,y,,,,,
trivlab_sodium,treatment_iv_labs_beta,Sodium,text,[[trivlab_day]] Sodium (XXX mmol/L),,,integer,,,,[trivlab_uec_isnorm] = '0' and [trivlab_day] and [trivlab_day] >= 0 and [trivlab_day] != 11,,,,,,
trivlab_sodium_na,treatment_iv_labs_beta,,checkbox,[[trivlab_day]] Is Sodium not available?,"na, Sodium results are NOT available for [[trivlab_day]]",,,,,,[trivlab_sodium] = '' and [trivlab_uec_isnorm] = '0' and [trivlab_day] and [trivlab_day] >= 0 and [trivlab_day] != 11,y,,,,,
trivlab_urea,treatment_iv_labs_beta,Urea,text,[[trivlab_day]] Urea (XX.X mmol/L),,,number_1dp,,,,[trivlab_uec_isnorm] = '0' and [trivlab_day] and [trivlab_day] >= 0 and [trivlab_day] != 11,,,,,,
trivlab_urea_na,treatment_iv_labs_beta,,checkbox,[[trivlab_day]] Is Urea not available?,"na, Urea results are NOT available for [[trivlab_day]]",,,,,,[trivlab_urea] = '' and [trivlab_uec_isnorm] = '0' and [trivlab_day] and [trivlab_day] >= 0 and [trivlab_day] != 11,y,,,,,
trivlab_creatinine,treatment_iv_labs_beta,Creatinine,text,[[trivlab_day]] Creatinine (XXX umol/L),,,integer,,,,[trivlab_uec_isnorm] = '0' and [trivlab_day] and [trivlab_day] >= 0 and [trivlab_day] != 11,,,,,,
trivlab_creatinine_na,treatment_iv_labs_beta,,checkbox,[[trivlab_day]] Is Creatinine not available?,"na, Creatinine results are NOT available for [[trivlab_day]]",,,,,,[trivlab_creatinine] = '' and [trivlab_uec_isnorm] = '0' and [trivlab_day] and [trivlab_day] >= 0 and [trivlab_day] != 11,y,,,,,
trivlab_igg,treatment_iv_labs_beta,IgG,text,[[trivlab_day]] IgG (XX.XX g/L),,,number_2dp,,,,[trivlab_day] and ([trivlab_day] = 0 or [trivlab_day] = 29),,,,,,
trivlab_igg_na,treatment_iv_labs_beta,,checkbox,[[trivlab_day]] Is IgG not available?,"na, IgG results are NOT available for [[trivlab_day]]",,,,,,[trivlab_igg] = '' and [trivlab_day] and ([trivlab_day] = 0 or [trivlab_day] = 29),y,,,,,
trivlab_c3,treatment_iv_labs_beta,C3,text,[[trivlab_day]] C3 (X.XX g/L),,,number_2dp,,,,[trivlab_day] and ([trivlab_day] = 0 or [trivlab_day] = 15 or [trivlab_day] = 29),,,,,,
trivlab_c3_na,treatment_iv_labs_beta,,checkbox,[[trivlab_day]] Is C3 not available?,"na, C3 results are NOT available for [[trivlab_day]]",,,,,,[trivlab_c3] = '' and [trivlab_day] and ([trivlab_day] = 0 or [trivlab_day] = 15 or [trivlab_day] = 29),y,,,,,
trivlab_c4,treatment_iv_labs_beta,C4,text,[[trivlab_day]] C4 (X.XX g/L),,,number_2dp,,,,[trivlab_day] and ([trivlab_day] = 0 or [trivlab_day] = 15 or [trivlab_day] = 29),,,,,,
trivlab_c4_na,treatment_iv_labs_beta,,checkbox,[[trivlab_day]] Is C4 not available?,"na, C4 results are NOT available for [[trivlab_day]]",,,,,,[trivlab_c4] = '' and [trivlab_day] and ([trivlab_day] = 0 or [trivlab_day] = 15 or [trivlab_day] = 29),y,,,,,
trivlab_ch50,treatment_iv_labs_beta,CH50,text,[[trivlab_day]] CH50 (XX U/mL),,,integer,,,,[trivlab_day] and ([trivlab_day] = 0 or [trivlab_day] = 15 or [trivlab_day] = 29),,,,,,
trivlab_ch50_na,treatment_iv_labs_beta,,checkbox,[[trivlab_day]] Is CH50 not available?,"na, CH50 results are NOT available for [[trivlab_day]]",,,,,,[trivlab_ch50] = '' and [trivlab_day] and ([trivlab_day] = 0 or [trivlab_day] = 15 or [trivlab_day] = 29),y,,,,,
trivlab_ph0,treatment_iv_labs_beta,,descriptive,"<div class=""header"">Phage: ""[pre_phage1_name]""</div>",,,,,,,([tre_ph_0_rt(iv)] = '1' or [tre_ph_0_rt(oral)] = '1') and [pre_phage1_name] and [pre_phage1_name] !='' and [pre_num_phage]>0 and [trivlab_day] and ([trivlab_day] = 0 or [trivlab_day] = 15 or [trivlab_day] = 29),,,,,,
trivlab_ph_0_anti,treatment_iv_labs_beta,,yesno,"[Phage: ""[pre_phage1_name]""] Antiphage antibodies tested (yes/no)?",,,,,,,([tre_ph_0_rt(iv)] = '1' or [tre_ph_0_rt(oral)] = '1') and [pre_phage1_name] and [pre_phage1_name] !='' and [pre_num_phage]>0 and [trivlab_day] and ([trivlab_day] = 0 or [trivlab_day] = 15 or [trivlab_day] = 29),y,,,,,
trivlab_ph_0_anti_assay,treatment_iv_labs_beta,,checkbox,"[Phage: ""[pre_phage1_name]""] Assay types used?","neutralising,Neutralising antibody assay | igmigg, IgM/IgG assay | other,Other please specify",,,,,,[trivlab_ph_0_anti]='1' and ([tre_ph_0_rt(iv)] = '1' or [tre_ph_0_rt(oral)] = '1') and [pre_phage1_name] and [pre_phage1_name] !='' and [pre_num_phage]>0 and [trivlab_day] and ([trivlab_day] = 0 or [trivlab_day] = 15 or [trivlab_day] = 29),y,,,,,
trivlab_ph_0_anti_assay_oth,treatment_iv_labs_beta,,text,"[Phage: ""[pre_phage1_name]""] Other assay type",,,,,,,[trivlab_ph_0_anti]='1' and [trivlab_ph_0_anti_assay(other)]='1' and ([tre_ph_0_rt(iv)] = '1' or [tre_ph_0_rt(oral)] = '1') and [pre_phage1_name] and [pre_phage1_name] !='' and [pre_num_phage]>0 and [trivlab_day] and ([trivlab_day] = 0 or [trivlab_day] = 15 or [trivlab_day] = 29),y,,,,,@CHARLIMIT='50'
trivlab_ph_0_anti_res,treatment_iv_labs_beta,,notes,"[Phage: ""[pre_phage1_name]""] Antiphage antibody result",,,,,,,[trivlab_ph_0_anti]='1' and ([tre_ph_0_rt(iv)] = '1' or [tre_ph_0_rt(oral)] = '1') and [pre_phage1_name] and [pre_phage1_name] !='' and [pre_num_phage]>0 and [trivlab_day] and ([trivlab_day] = 0 or [trivlab_day] = 15 or [trivlab_day] = 29),y,,,,,
trivlab_ph1,treatment_iv_labs_beta,,descriptive,"<div class=""header"">Phage: ""[pre_phage2_name]""</div>",,,,,,,([tre_ph_1_rt(iv)] = '1' or [tre_ph_1_rt(oral)] = '1') and [pre_phage2_name] and [pre_phage2_name] !='' and [pre_num_phage]>1 and [trivlab_day] and ([trivlab_day] = 0 or [trivlab_day] = 15 or [trivlab_day] = 29),,,,,,
trivlab_ph_1_anti,treatment_iv_labs_beta,,yesno,"[Phage: ""[pre_phage2_name]""] Antiphage antibodies tested (yes/no)?",,,,,,,([tre_ph_1_rt(iv)] = '1' or [tre_ph_1_rt(oral)] = '1') and [pre_phage2_name] and [pre_phage2_name] !='' and [pre_num_phage]>1 and [trivlab_day] and ([trivlab_day] = 0 or [trivlab_day] = 15 or [trivlab_day] = 29),y,,,,,
trivlab_ph_1_anti_assay,treatment_iv_labs_beta,,checkbox,"[Phage: ""[pre_phage2_name]""] Assay types used?","neutralising,Neutralising antibody assay | igmigg, IgM/IgG assay | other,Other please specify",,,,,,[trivlab_ph_1_anti]='1' and ([tre_ph_1_rt(iv)] = '1' or [tre_ph_1_rt(oral)] = '1') and [pre_phage2_name] and [pre_phage2_name] !='' and [pre_num_phage]>1 and [trivlab_day] and ([trivlab_day] = 0 or [trivlab_day] = 15 or [trivlab_day] = 29),y,,,,,
trivlab_ph_1_anti_assay_oth,treatment_iv_labs_beta,,text,"[Phage: ""[pre_phage2_name]""] Other assay type",,,,,,,[trivlab_ph_1_anti]='1' and [trivlab_ph_1_anti_assay(other)]='1' and ([tre_ph_1_rt(iv)] = '1' or [tre_ph_1_rt(oral)] = '1') and [pre_phage2_name] and [pre_phage2_name] !='' and [pre_num_phage]>1 and [trivlab_day] and ([trivlab_day] = 0 or [trivlab_day] = 15 or [trivlab_day] = 29),y,,,,,@CHARLIMIT='50'
trivlab_ph_1_anti_res,treatment_iv_labs_beta,,notes,"[Phage: ""[pre_phage2_name]""] Antiphage antibody result",,,,,,,[trivlab_ph_1_anti]='1' and ([tre_ph_1_rt(iv)] = '1' or [tre_ph_1_rt(oral)] = '1') and [pre_phage2_name] and [pre_phage2_name] !='' and [pre_num_phage]>1 and [trivlab_day] and ([trivlab_day] = 0 or [trivlab_day] = 15 or [trivlab_day] = 29),y,,,,,
trivlab_ph2,treatment_iv_labs_beta,,descriptive,"<div class=""header"">Phage: ""[pre_phage3_name]""</div>",,,,,,,([tre_ph_2_rt(iv)] = '1' or [tre_ph_2_rt(oral)] = '1') and [pre_phage3_name] and [pre_phage3_name] !='' and [pre_num_phage]>2 and [trivlab_day] and ([trivlab_day] = 0 or [trivlab_day] = 15 or [trivlab_day] = 29),,,,,,
trivlab_ph_2_anti,treatment_iv_labs_beta,,yesno,"[Phage: ""[pre_phage3_name]""] Antiphage antibodies tested (yes/no)?",,,,,,,([tre_ph_2_rt(iv)] = '1' or [tre_ph_2_rt(oral)] = '1') and [pre_phage3_name] and [pre_phage3_name] !='' and [pre_num_phage]>2 and [trivlab_day] and ([trivlab_day] = 0 or [trivlab_day] = 15 or [trivlab_day] = 29),y,,,,,
trivlab_ph_2_anti_assay,treatment_iv_labs_beta,,checkbox,"[Phage: ""[pre_phage3_name]""] Assay types used?","neutralising,Neutralising antibody assay | igmigg, IgM/IgG assay | other,Other please specify",,,,,,[trivlab_ph_2_anti]='1' and ([tre_ph_2_rt(iv)] = '1' or [tre_ph_2_rt(oral)] = '1') and [pre_phage3_name] and [pre_phage3_name] !='' and [pre_num_phage]>2 and [trivlab_day] and ([trivlab_day] = 0 or [trivlab_day] = 15 or [trivlab_day] = 29),y,,,,,
trivlab_ph_2_anti_assay_oth,treatment_iv_labs_beta,,text,"[Phage: ""[pre_phage3_name]""] Other assay type",,,,,,,[trivlab_ph_2_anti]='1' and [trivlab_ph_2_anti_assay(other)]='1' and ([tre_ph_2_rt(iv)] = '1' or [tre_ph_2_rt(oral)] = '1') and [pre_phage3_name] and [pre_phage3_name] !='' and [pre_num_phage]>2 and [trivlab_day] and ([trivlab_day] = 0 or [trivlab_day] = 15 or [trivlab_day] = 29),y,,,,,@CHARLIMIT='50'
trivlab_ph_2_anti_res,treatment_iv_labs_beta,,notes,"[Phage: ""[pre_phage3_name]""] Antiphage antibody result",,,,,,,[trivlab_ph_2_anti]='1' and ([tre_ph_2_rt(iv)] = '1' or [tre_ph_2_rt(oral)] = '1') and [pre_phage3_name] and [pre_phage3_name] !='' and [pre_num_phage]>2 and [trivlab_day] and ([trivlab_day] = 0 or [trivlab_day] = 15 or [trivlab_day] = 29),y,,,,,
trivlab_ph3,treatment_iv_labs_beta,,descriptive,"<div class=""header"">Phage: ""[pre_phage4_name]""</div>",,,,,,,([tre_ph_3_rt(iv)] = '1' or [tre_ph_3_rt(oral)] = '1') and [pre_phage4_name] and [pre_phage4_name] !='' and [pre_num_phage]>3 and [trivlab_day] and ([trivlab_day] = 0 or [trivlab_day] = 15 or [trivlab_day] = 29),,,,,,
trivlab_ph_3_anti,treatment_iv_labs_beta,,yesno,"[Phage: ""[pre_phage4_name]""] Antiphage antibodies tested (yes/no)?",,,,,,,([tre_ph_3_rt(iv)] = '1' or [tre_ph_3_rt(oral)] = '1') and [pre_phage4_name] and [pre_phage4_name] !='' and [pre_num_phage]>3 and [trivlab_day] and ([trivlab_day] = 0 or [trivlab_day] = 15 or [trivlab_day] = 29),y,,,,,
trivlab_ph_3_anti_assay,treatment_iv_labs_beta,,checkbox,"[Phage: ""[pre_phage4_name]""] Assay types used?","neutralising,Neutralising antibody assay | igmigg, IgM/IgG assay | other,Other please specify",,,,,,[trivlab_ph_3_anti]='1' and ([tre_ph_3_rt(iv)] = '1' or [tre_ph_3_rt(oral)] = '1') and [pre_phage4_name] and [pre_phage4_name] !='' and [pre_num_phage]>3 and [trivlab_day] and ([trivlab_day] = 0 or [trivlab_day] = 15 or [trivlab_day] = 29),y,,,,,
trivlab_ph_3_anti_assay_oth,treatment_iv_labs_beta,,text,"[Phage: ""[pre_phage4_name]""] Other assay type",,,,,,,[trivlab_ph_3_anti]='1' and [trivlab_ph_3_anti_assay(other)]='1' and ([tre_ph_3_rt(iv)] = '1' or [tre_ph_3_rt(oral)] = '1') and [pre_phage4_name] and [pre_phage4_name] !='' and [pre_num_phage]>3 and [trivlab_day] and ([trivlab_day] = 0 or [trivlab_day] = 15 or [trivlab_day] = 29),y,,,,,@CHARLIMIT='50'
trivlab_ph_3_anti_res,treatment_iv_labs_beta,,notes,"[Phage: ""[pre_phage4_name]""] Antiphage antibody result",,,,,,,[trivlab_ph_3_anti]='1' and ([tre_ph_3_rt(iv)] = '1' or [tre_ph_3_rt(oral)] = '1') and [pre_phage4_name] and [pre_phage4_name] !='' and [pre_num_phage]>3 and [trivlab_day] and ([trivlab_day] = 0 or [trivlab_day] = 15 or [trivlab_day] = 29),y,,,,,
trivlab_ph4,treatment_iv_labs_beta,,descriptive,"<div class=""header"">Phage: ""[pre_phage5_name]""</div>",,,,,,,([tre_ph_4_rt(iv)] = '1' or [tre_ph_4_rt(oral)] = '1') and [pre_phage5_name] and [pre_phage5_name] !='' and [pre_num_phage]>4 and [trivlab_day] and ([trivlab_day] = 0 or [trivlab_day] = 15 or [trivlab_day] = 29),,,,,,
trivlab_ph_4_anti,treatment_iv_labs_beta,,yesno,"[Phage: ""[pre_phage5_name]""] Antiphage antibodies tested (yes/no)?",,,,,,,([tre_ph_4_rt(iv)] = '1' or [tre_ph_4_rt(oral)] = '1') and [pre_phage5_name] and [pre_phage5_name] !='' and [pre_num_phage]>4 and [trivlab_day] and ([trivlab_day] = 0 or [trivlab_day] = 15 or [trivlab_day] = 29),y,,,,,
trivlab_ph_4_anti_assay,treatment_iv_labs_beta,,checkbox,"[Phage: ""[pre_phage5_name]""] Assay types used?","neutralising,Neutralising antibody assay | igmigg, IgM/IgG assay | other,Other please specify",,,,,,[trivlab_ph_4_anti]='1' and ([tre_ph_4_rt(iv)] = '1' or [tre_ph_4_rt(oral)] = '1') and [pre_phage5_name] and [pre_phage5_name] !='' and [pre_num_phage]>4 and [trivlab_day] and ([trivlab_day] = 0 or [trivlab_day] = 15 or [trivlab_day] = 29),y,,,,,
trivlab_ph_4_anti_assay_oth,treatment_iv_labs_beta,,text,"[Phage: ""[pre_phage5_name]""] Other assay type",,,,,,,[trivlab_ph_4_anti]='1' and [trivlab_ph_4_anti_assay(other)]='1' and ([tre_ph_4_rt(iv)] = '1' or [tre_ph_4_rt(oral)] = '1') and [pre_phage5_name] and [pre_phage5_name] !='' and [pre_num_phage]>4 and [trivlab_day] and ([trivlab_day] = 0 or [trivlab_day] = 15 or [trivlab_day] = 29),y,,,,,@CHARLIMIT='50'
trivlab_ph_4_anti_res,treatment_iv_labs_beta,,notes,"[Phage: ""[pre_phage5_name]""] Antiphage antibody result",,,,,,,[trivlab_ph_4_anti]='1' and ([tre_ph_4_rt(iv)] = '1' or [tre_ph_4_rt(oral)] = '1') and [pre_phage5_name] and [pre_phage5_name] !='' and [pre_num_phage]>4 and [trivlab_day] and ([trivlab_day] = 0 or [trivlab_day] = 15 or [trivlab_day] = 29),y,,,,,
